index,address,city,state,zip_code,type,count,clay,wall,grass,indoor,lights,proshop,latitude,longitude
26224,Drawbridge Parkway,greensboro-winston-salem,nc,27410.0,Homeowners Community,2,False,False,False,False,True,False,36.1381607,-79.8687816
26225,Dalbert Street,new york,ny,7008.0,Public,2,False,False,False,False,False,False,40.5959265,-74.2489421
26226,East Street,oklahoma city,ok,73034.0,Homeowners Community,2,False,False,False,False,False,False,35.6517605,-97.453934
26227,Fairfax Drive,miami-fort lauderdale,fl,33321.0,Homeowners Community,1,False,True,False,False,False,False,26.2154284,-80.2920449
26228,Browns Valley Parkway,san francisco - oakland - san jose,ca,95688.0,Public,4,False,False,False,False,False,False,38.3730454,-121.9745922
26229,William Dehaes Drive,dallas - fort worth,tx,75038.0,Homeowners Community,1,False,False,False,False,True,False,32.8591406,-96.9983125
26230,Renaissance Boulevard,miami-fort lauderdale,fl,33025.0,Homeowners Community,2,False,False,False,False,True,False,25.9922653,-80.3007889
26231,Shepherd Street,washington,dc,20815.0,Public,1,False,True,False,False,False,False,38.979927,-77.067421
26232,Neelsville Church Road,washington,dc,20876.0,Public,4,False,False,False,False,False,False,39.195106,-77.241652
26233,Wood Creek Drive,washington,dc,20746.0,Public,2,False,False,False,False,False,False,38.841149,-76.918161
26234,Shiloh Drive,west palm beach - boca raton,fl,33407.0,Homeowners Community,4,False,False,False,False,True,False,26.7538976,-80.101018
26235,West Lambright Street,tampa-st. petersburg-clearwater,fl,33614.0,Homeowners Community,1,False,False,False,False,True,False,28.0053427,-82.4976575
26236,Orange Street,jacksonville,fl,32084.0,Public,3,False,True,False,False,True,False,29.8981776,-81.317507
26237,Upper Court,minneapolis-st. paul,mn,55124.0,Public,2,False,False,False,False,False,False,44.7501392,-93.233628
26238,Upper Street North,minneapolis-st. paul,mn,55128.0,Public,2,False,True,False,False,False,False,44.9747072,-92.954528
26239,Clifton Road,pittsburgh,pa,15301.0,Public,5,False,False,False,False,False,False,40.1500294,-80.262806
26240,Beers Street,new york,ny,7730.0,Public,4,False,False,False,False,False,False,40.414705,-74.198001
26241,San Guiseppe Way,new york,ny,7506.0,Public,4,False,False,False,False,False,False,40.9407328,-74.159463
26242,Garden Drive,new york,ny,7712.0,Homeowners Community,2,False,False,False,False,False,False,40.2490132,-74.0450728
26243,Post Street,atlanta,ga,30220.0,Public,2,False,False,False,False,False,False,33.2365518,-84.8345268
26244,Ravine Circle,detroit,mi,48335.0,Homeowners Community,3,False,False,False,False,True,False,42.4719703,-83.3985686
26245,Winesap,detroit,mi,48307.0,Homeowners Community,1,False,False,False,False,False,False,42.6711954,-83.1009936
26246,Stewart Road,boston,ma,1867.0,Public,2,False,False,False,False,False,False,42.5221782,-71.1251235
26247,Hampton Meadows,boston,ma,3842.0,Homeowners Community,1,False,False,False,False,False,False,42.9380458,-70.8511305
26248,Clubhouse Drive,cincinnati,oh,45040.0,Homeowners Community,2,False,False,False,False,False,False,39.3524684,-84.2842877
26249,Highway,cincinnati,oh,45036.0,Public,2,False,False,False,False,False,False,39.4556878,-84.2784619
26250,Ridge Road,hartford,ct,6109.0,Public,4,False,True,False,False,False,False,41.7248852,-72.690922
26251,South Spring Road,columbus,oh,43081.0,Public,2,False,False,False,False,False,False,40.1153892,-82.9053319
26252,Babler View Court,st. louis,mo,63011.0,Public,8,False,False,False,False,False,False,38.5956588,-90.6345248
26253,Canyon Drive,los angeles,ca,92595.0,Public,6,False,False,False,False,True,False,33.6261265,-117.2792995
26254,Sundial Drive,los angeles,ca,91709.0,Homeowners Community,1,False,False,False,False,False,False,33.9857515,-117.750746
26255,East Casino Road,seattle,wa,98203.0,Public,6,False,False,False,False,True,False,47.9250348,-122.2202182
26256,Torrey Bluff Drive,san diego,ca,92130.0,Homeowners Community,3,False,False,False,False,True,False,32.9541514,-117.2279191
26257,Northwest Street,miami-fort lauderdale,fl,33064.0,Homeowners Community,1,False,False,False,False,True,False,26.2847193,-80.132432
26258,Port Royale Drive North,miami-fort lauderdale,fl,33308.0,Homeowners Community,2,False,False,False,False,True,False,26.2107023,-80.1021981
26259,Northeast Street,miami-fort lauderdale,fl,33180.0,Homeowners Community,1,False,False,False,False,True,False,25.9735648,-80.1301467
26260,Old Frederick Road,baltimore,md,21771.0,Public,2,False,False,False,False,False,False,39.3489922,-77.074161
26261,Jog Road,west palm beach - boca raton,fl,33413.0,Public,2,False,True,False,False,True,False,26.634359,-80.1464653
26262,Broxton Bay Drive,jacksonville,fl,32218.0,Homeowners Community,1,False,False,False,False,True,False,30.4771014,-81.6374195
26263,Bent Pine Drive,orlando,fl,32822.0,Homeowners Community,1,False,False,False,False,True,False,28.4733904,-81.3007915
26264,A Street,san antonio,tx,78114.0,Public,8,False,False,False,False,True,False,29.1451524,-98.1496239
26265,Sir Winston Street,san antonio,tx,78216.0,Homeowners Community,1,False,False,False,False,True,False,29.5526652,-98.5088253
26266,Parker Road,new york,ny,7764.0,Public,5,False,False,False,False,False,False,40.2914665,-74.021233
26267,Powerville Road,new york,ny,7046.0,Public,6,False,False,False,False,True,False,40.8954541,-74.425045
26268,Almeta Avenue Northeast,atlanta,ga,30307.0,Public,1,False,False,False,False,False,False,33.7659838,-84.3265057
26269,Martin Road,atlanta,ga,30076.0,Homeowners Community,2,False,False,False,False,True,False,34.0124712,-84.3152726
26270,Shady Lane,minneapolis-st. paul,mn,55371.0,Public,3,False,False,False,False,True,False,45.5850092,-93.5749447
26271,Radford Circle,atlanta,ga,30188.0,Homeowners Community,2,False,False,False,False,False,False,34.09218,-84.5053661
26272,Owen Road,detroit,mi,48430.0,Public,8,False,False,False,False,True,False,42.7859527,-83.7339628
26273,Lancashire Drive,detroit,mi,48105.0,Homeowners Community,2,False,False,False,False,False,False,42.3100058,-83.7122717
26274,Norfolk Street,boston,ma,2126.0,Public,1,False,False,False,False,True,False,42.2782137,-71.0899115
26275,Country Way,cleveland,oh,44149.0,Homeowners Community,2,False,False,False,False,False,False,41.3249092,-81.8632615
26276,Colonial Drive,boston,ma,1566.0,Homeowners Community,2,False,False,False,False,False,False,42.1054504,-72.0869422
26277,West South,salt lake city,ut,84106.0,Public,4,False,False,False,False,False,False,40.7228031,-111.8436313
26278,Eaglesnest Drive,cincinnati,oh,45248.0,Homeowners Community,1,False,False,False,False,False,False,39.1904808,-84.6600866
26279,Dartmoor Drive,norfolk-virginia beach,va,23608.0,Homeowners Community,1,False,True,False,False,True,False,37.1379712,-76.525408
26280,Veterans Circle,hartford,ct,6111.0,Public,9,False,False,False,False,False,False,41.6994966,-72.7371097
26281,East Edenton Street,raleigh-durham-chapel hill,nc,27601.0,Public,2,False,True,False,False,True,False,35.7809783,-78.6231744
26282,Street Northwest,minneapolis-st. paul,mn,55112.0,Public,8,False,False,False,False,False,False,45.0912776,-93.206248
26283,Wolf Creek Circle,raleigh-durham-chapel hill,nc,27606.0,Homeowners Community,1,False,False,False,False,True,False,35.784451,-78.7324476
26284,Nesbitt Drive,nashville,tn,37207.0,Public,7,False,False,False,False,True,False,36.2749544,-86.745445
26285,Tiffany Circle South,los angeles,ca,92262.0,Homeowners Community,2,False,False,False,False,False,False,33.8184028,-116.5340745
26286,Manor Road,philadelphia,pa,19006.0,Public,2,False,False,False,False,False,False,40.1254721,-75.03955
26287,South Extension Road,phoenix,az,85210.0,Homeowners Community,1,False,False,False,False,True,False,33.3839648,-111.8476546
26288,West Beardsley Road,phoenix,az,85027.0,Homeowners Community,1,False,False,False,False,True,False,33.6702202,-112.1071315
26289,Avenue,seattle,wa,98406.0,Public,2,False,False,False,False,False,False,47.2469453,-122.5503123
26290,Drake Road,san francisco - oakland - san jose,ca,95446.0,Public,2,False,False,False,False,False,False,38.5005735,-122.9925013
26291,Turquoise Trail,miami-fort lauderdale,fl,33331.0,Homeowners Community,2,False,False,False,False,True,False,26.0733982,-80.3697217
26292,Appleridge Drive,houston - galveston - brazoria,tx,77070.0,Homeowners Community,1,False,False,False,False,True,False,29.9574037,-95.5716053
26293,Old Telegraph Road,houston - galveston - brazoria,tx,77067.0,Homeowners Community,2,False,False,False,False,True,False,29.9470515,-95.4559565
26294,Lake Woodbridge Drive,houston - galveston - brazoria,tx,77498.0,Homeowners Community,2,False,False,False,False,True,False,29.6531787,-95.6436574
26295,York Street,denver,co,80229.0,Public,4,False,True,False,False,True,False,39.8588583,-104.95639
26296,South Westmonte Drive,orlando,fl,32746.0,Homeowners Community,1,False,False,False,False,False,False,28.7299208,-81.3198674
26297,OConnor Drive,austin-san marcos,tx,78681.0,Homeowners Community,1,False,False,False,False,True,False,30.4993274,-97.7259636
26298,Linda Drive,austin-san marcos,tx,78666.0,Homeowners Community,1,False,False,False,False,True,False,29.8792484,-97.9230738
26299,Ithaca Court,denver,co,80503.0,Public,4,False,False,False,False,True,False,40.1853815,-105.1508
26300,East /Street,minneapolis-st. paul,mn,55407.0,Public,6,False,False,False,False,False,False,44.9410101,-93.259184
26301,Brlgtn County Vo Tech Drive,philadelphia,pa,8060.0,Public,8,False,False,False,False,False,False,40.0179441,-74.824694
26302,Jacob Court,new york,ny,8628.0,Homeowners Community,2,False,False,False,False,False,False,40.2483172,-74.8298764
26303,Bethany Green Court,atlanta,ga,30004.0,Homeowners Community,2,False,False,False,False,True,False,34.1179424,-84.2830861
26304,Haddon View South,philadelphia,pa,8108.0,Homeowners Community,2,False,False,False,False,False,False,39.903465,-75.0602674
26305,Da Vinci Boulevard,atlanta,ga,30034.0,Homeowners Community,2,False,False,False,False,False,False,33.7093025,-84.2575514
26306,Foxpointe Drive,detroit,mi,48323.0,Homeowners Community,2,False,False,False,False,False,False,42.5713503,-83.365953
26307,Northlake Drive,atlanta,ga,30269.0,Homeowners Community,1,False,False,False,False,False,False,33.4045671,-84.584223
26308,Fontainebleau Terrace,cincinnati,oh,45231.0,Public,3,False,False,False,False,False,False,39.2290286,-84.5153117
26309,Potter Pond,boston,ma,2421.0,Homeowners Community,2,False,False,False,False,False,False,42.4107123,-71.2173808
26310,Cider Mill Road,hartford,ct,6084.0,Public,3,False,False,False,False,True,False,41.8633608,-72.3706448
26311,Westchester Hill,hartford,ct,6415.0,Homeowners Community,2,False,False,False,False,False,False,41.5759665,-72.4038613
26312,Woods Road,greensboro-winston-salem,nc,27106.0,Homeowners Community,2,False,False,False,False,True,False,36.1498656,-80.2964866
26313,Avebury Drive,charlotte,nc,28213.0,Homeowners Community,2,False,False,False,False,True,False,35.2887259,-80.7282901
26314,Antioch Road,kansas city,mo,66204.0,Public,2,False,False,False,False,False,False,38.9877348,-94.6831691
26315,South University Drive,los angeles,ca,91768.0,Public,10,False,False,False,False,False,False,34.0529528,-117.8204083
26316,East Street,chicago,il,46312.0,Public,2,False,False,False,False,True,False,41.6474785,-87.447706
26317,Street,los angeles,ca,92507.0,Public,4,False,False,False,False,True,False,33.972958,-117.3553884
26318,Farrol Avenue,san francisco - oakland - san jose,ca,94587.0,Public,4,False,False,False,False,False,False,37.5803988,-122.014643
26319,Euclid Avenue,san francisco - oakland - san jose,ca,94118.0,Public,1,False,False,False,False,True,False,37.7838758,-122.451489
26320,Covehaven Drive,dallas - fort worth,tx,75252.0,Public,2,False,False,False,False,False,False,32.9968046,-96.804775
26321,North Main Street,dallas - fort worth,tx,76039.0,Homeowners Community,2,False,False,False,False,True,False,32.8576356,-97.0809996
26322,Northwest Street,miami-fort lauderdale,fl,33309.0,Homeowners Community,1,False,False,False,False,False,False,26.1671188,-80.1782548
26323,La Riviera Drive,houston - galveston - brazoria,tx,77015.0,Homeowners Community,2,False,False,False,False,True,False,29.7869785,-95.2000201
26324,Manor Road,baltimore,md,21013.0,Public,2,False,True,False,False,False,False,39.4976393,-76.524876
26325,Westlock Drive,houston - galveston - brazoria,tx,77377.0,Homeowners Community,2,False,False,False,False,True,False,30.0300523,-95.6047654
26326,New Stonecastle Terrace,orlando,fl,32792.0,Homeowners Community,1,False,False,False,False,True,False,28.6182628,-81.3088596
26327,Military Drive West,san antonio,tx,78253.0,Homeowners Community,2,False,True,False,False,True,False,29.4388221,-98.7320924
26328,Georgia Avenue Northwest,washington,dc,20001.0,Public,8,False,True,False,False,True,False,38.9225748,-77.0238805
26329,Westover Hills Boulevard,richmond-petersburg,va,23225.0,Public,10,False,True,False,False,True,False,37.5205591,-77.489984
26330,Stanmore Road,baltimore,md,21204.0,Public,10,False,False,False,False,True,False,39.3845796,-76.619161
26331,Eagle View Boulevard,minneapolis-st. paul,mn,55129.0,Public,2,False,True,False,False,False,False,44.9124182,-92.871358
26332,West Street,indianapolis,in,46224.0,Public,5,False,False,False,False,False,False,39.8005936,-86.254992
26333,Avenue Northwest,minneapolis-st. paul,mn,55330.0,Public,6,False,True,False,False,False,False,45.3191986,-93.572938
26334,Upper Mountain Avenue,new york,ny,7043.0,Public,6,True,False,False,False,False,False,40.8508909,-74.20476
26335,Arena Drive,new york,ny,7738.0,Public,8,False,False,False,False,False,False,40.3215345,-74.131236
26336,Leewood Drive,new york,ny,10709.0,Public,6,False,True,False,False,False,False,40.96539,-73.813008
26337,Rivington Street,new york,ny,10002.0,Public,4,False,False,False,False,False,False,40.7196644,-73.9862251
26338,Jamie Brooks Lane,new york,ny,8550.0,Homeowners Community,2,False,False,False,False,True,False,40.2975467,-74.641993
26339,Timber Ridge Drive,new york,ny,11742.0,Homeowners Community,2,False,False,False,False,False,False,40.8192332,-73.039856
26340,Grand Haven Road,chicago,il,60446.0,Homeowners Community,2,False,True,False,False,False,False,41.5978978,-88.136487
26341,Seville Chase,atlanta,ga,30328.0,Homeowners Community,2,False,False,False,False,False,False,33.945861,-84.3804824
26342,Masch Avenue,detroit,mi,48091.0,Public,2,False,False,False,False,True,False,42.4807301,-83.0562732
26343,Walden Street,boston,ma,1742.0,Public,5,False,False,False,False,True,False,42.447536,-71.349957
26344,Colonels Lane,boston,ma,2189.0,Homeowners Community,1,False,False,False,False,True,False,42.1986633,-70.9199023
26345,Northwest Wallace Road,portland,or,97128.0,Public,4,False,False,False,False,False,False,45.2116809,-123.2044172
26346,Southwest Avenue,portland,or,97007.0,Homeowners Community,1,False,False,False,False,True,False,45.4796854,-122.8617918
26347,West South,salt lake city,ut,84405.0,Public,2,False,False,False,False,True,False,41.1841126,-112.0070422
26348,Griffin Drive,norfolk-virginia beach,va,23666.0,Public,2,False,False,False,False,True,False,37.0646121,-76.4180982
26349,Cottage Pl Exd,greensboro-winston-salem,nc,27455.0,Homeowners Community,2,False,False,False,False,True,False,36.1368956,-79.835726
26350,West Carroll Saint Exd,charlotte,nc,28021.0,Public,2,False,False,False,False,True,False,35.3692453,-81.3963425
26351,Burwood Road,new york,ny,7013.0,Homeowners Community,2,False,False,False,False,False,False,40.8757358,-74.1627359
26352,Briar Oaks Lane,raleigh-durham-chapel hill,nc,27612.0,Homeowners Community,2,False,False,False,False,True,False,35.855257,-78.713479
26353,Mallard Creek Road,louisville,ky,40207.0,Homeowners Community,1,False,False,False,False,False,False,38.240093,-85.6261539
